"Thank you for your purchase!","Din ordre er blevet placeret med succes. Tak for din bestilling!"
"The order was canceled","Ordren blev annulleret"
"There was an error checking the transaction status.","Der opstod en fejl ved kontrol af transaktionsstatus."
"There was a problem processing your payment because it expired. Please try again.","Der opstod et problem med at behandle din betaling, fordi den udløb. Prøv venligst igen."
"There was a problem processing your payment because it failed. Please try again.","Der opstod et problem med at behandle din betaling, fordi den mislykkedes. Prøv venligst igen."
"There was a problem processing your payment because it has been cancelled. Please try again.","Der opstod et problem med at behandle din betaling, fordi den er blevet annulleret. Prøv venligst igen."
"Title","Titel"
"Transaction Error","Transaktionsfejl"
"Transaction not found","Transaktion ikke fundet"
"Use %id% for order increment id","Brug %id% for ordre-inkrementerings-id"
"Version","Version"
"Webhook URL","Webhook URL"
"When activated the debug file will be located in: var/log/gingerpay/debug.log","Når fejlsøgningsindstillingerne er aktiveret, vil fejlsøgningsfilen være placeret i: var/log/nopayn"
"Your order has been received. Thank you for your purchase! We will dispatch your order as soon as possible. For any questions, please contact our customer support.","Din ordre er modtaget. Tak for dit køb! Vi afsender din ordre så hurtigt som muligt. For eventuelle spørgsmål, kontakt venligst vores kundesupport."
"Your order has been received.","Din ordre er modtaget."
"Your order %id% at %name%","Din ordre %id% hos %name%"
"API Key is not valid: NoPayn Online payment methods deactivated","API-nøgle er ikke gyldig: NoPayn betalingsmetoder deaktiveret"
"Refund is not completed.","Tilbagebetaling er ikke gennemført."
"Male","Mand"
"Female","Kvinde"
"Please select your gender","Vælg venligst dit køn"
"Enter your date of birth","Indtast din fødselsdato"
"our shop","vores butik"
"Some payments will be missing. To use them, set %1 in Stores -> Configuration -> General -> Currency setup", "Nogle betalinger vil mangle. For at bruge dem, indstil %1 i Butikker -> Konfiguration -> Generelt -> Valutaopsætning"
"Show Payment Logo's", "Vis betalingslogoer"
"Maximum Order Total", "Maksimal ordretotal"
"Set the order status for Authorized Payments", "Indstil ordrestatus for autoriserede betalinger"
"Status Authorized", "Status Autoriseret"
"Manual Capture", "Manuel indfangning"
"Enable to authorize payment first, then capture after invoice is sent", "Aktiver for at autorisere betaling først, derefter indfang efter faktura er sendt"
"NoPayn helps entrepreneurs with the best, smartest and most efficient payment systems.","NoPayn hjælper iværksættere med de bedste, smarteste og mest effektive betalingssystemer."
